kingdom,superclass,class,subclass,direct_parent,reasoning,confidence,substance_name,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens
Organic compounds,Organophosphorus compounds,Organic thiophosphoric acids and derivatives,Organic dithiophosphoric acids and derivatives,Dithiophosphate O-esters,"Sodium O,O-bis(methylphenyl) dithiophosphate is the sodium salt of a dithiophosphoric acid diester where both oxygen substituents are tolyl (methylphenyl) groups, placing it firmly among organic dithiophosphoric acid derivatives. The sodium counterion makes it a salt form of a dithiophosphate O,O-diester.",high,"Sodium O,O-bis(methylphenyl) dithiophosphate",323,0,16760,188
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,"1,2-diols","1,1'-oxydi-2-propanol (dipropylene glycol) consists of two propanol units linked by an ether oxygen, with secondary hydroxyl groups; it contains diol functionality and an ether linkage, but the dominant functional group classification in ChemOnt is the 1,2-diol pattern present in the structure. As a mixture of isomers of dipropylene glycol, the secondary alcohol/diol character is the most specific fitting parent.",medium,"1,1'-oxydi-2-propanol, mixture of isomers",322,0,16760,172
Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acid esters,p-Phthalate esters,"Diisodecyl phthalate is the diester of phthalic acid (benzene-1,2-dicarboxylic acid) with isodecanol, making it a phthalate ester. Phthalic acid is a benzenedicarboxylic acid, and its diesters fall under phthalate esters; the para isomer label is not correct but among the available labels 'p-Phthalate esters' is the closest phthalate ester category listed, though structurally this is an ortho phthalate (1,2-isomer). Given only p-Phthalate esters and m-Phthalate esters are listed, and none for ortho, the best available specific label is benzoic acid esters at the subclass level.",medium,diisodecylphthalate,313,0,16760,248
Organic compounds,Organoheterocyclic compounds,Benzoxepines,Dibenzoxepines,Dibenzoxepines,"Dibenz[b,e]oxepin-11(6H)-one is a tricyclic compound containing two benzene rings fused to a seven-membered oxygen-containing ring (oxepine), making it a dibenzoxepine. The ketone substituent at the 11-position is part of the core ring system.",high,"Dibenz[b,e]oxepin-11(6H)-one",322,0,16760,162
Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzylamines,Benzylamines,"Benzylamine (PhCH2NH2) is a benzene ring with an aminomethyl substituent, classifying it as a benzene and substituted derivative; the most specific label is benzylamines, which directly describes primary amines bearing a benzyl group.",high,Benzylamine,308,0,16760,127
Organic compounds,Alkaloids and derivatives,Colchicines,NA,Cyclopropanecarboxylic acids and derivatives,"Colchicine is a naturally occurring alkaloid from Colchicum autumnale featuring a tropolone ring system fused to a trimethoxybenzene ring and an acetamide-containing seven-membered ring; it is classified as an alkaloid and derivative. The most specific available direct parent label in the provided ChemOnt list that applies is limited, but colchicine contains an acetamide (N-acyl amine) moiety and a tropone-like ring, though 'Tropones' is available in the class list.",medium,colchicine,308,0,16760,190
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,"Dipropyl ether (n-propyl ether) consists of two propyl groups connected by an oxygen atom, making it a simple dialkyl ether. It contains no aromatic rings or other functional groups.",high,Dipropyl ether,310,0,16760,112
Inorganic compounds,Mixed metal/non-metal compounds,Post-transition metal salts,Post-transition metal chlorides,Post-transition metal chlorides,"Tin tetrachloride (SnCl4) is an inorganic compound consisting of tin (a post-transition metal) bonded to four chloride ions, classifying it as a post-transition metal chloride salt.",high,tin tetrachloride; stannic chloride,314,0,16760,111
Inorganic compounds,Inorganic salts,Alkali metal salts,Alkali metal borates,Alkali metal borates,"Boric acid sodium salt (NaBO2 or NaH2BO3) is an inorganic salt formed from sodium (an alkali metal) and borate (the conjugate base of boric acid), placing it squarely in the alkali metal borates category.",high,"boric acid (H3BO3), sodium salt (1:1)",320,0,16760,135
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylamines,"4,4'-methylenebis(N,N-dimethylcyclohexanamine) consists of two N,N-dimethylcyclohexylamine units linked by a methylene bridge; each nitrogen bears two methyl groups and one cyclohexyl group, making each amine center a dialkylamine (secondary amine with two alkyl substituents on nitrogen, where N-methyl and N-cyclohexyl count as dialkyl). The compound is an organic nitrogen compound classified as a dialkylamine.",medium,"4,4'-methylenebis(N,N'-dimethylcyclohexanamine",326,0,16760,182
Organic compounds,Hydrocarbon derivatives,Organooxygen compounds,Carboxylic acids and derivatives,2-phenoxypropionic acid esters,"Octyl (R)-2-(4-chloro-2-methylphenoxy)propionate is an ester of 2-(4-chloro-2-methylphenoxy)propanoic acid with octanol, where the phenoxy group bears a chloro substituent — this fits the 2-phenoxypropionic acid esters category. The molecule contains a carboxylic acid ester linkage derived from a phenoxypropionic acid scaffold.",high,Octyl (R)-2-(4-chloro-2-methylphenoxy)propionate,326,0,16760,197
Organic compounds,Organoheterocyclic compounds,Azacyclic compounds,Piperazines,Piperazines,"Piperazine is a six-membered heterocyclic compound containing two nitrogen atoms. When combined with phosphoric acid as a salt/compound, the core structure remains piperazine-based, making it best classified under piperazines within azacyclic organoheterocyclic compounds.",medium,"Piperazine, compound with phosphoric acid",315,0,16760,136
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylamines,"2-Aminobutane (sec-butylamine) is a secondary aliphatic amine with the structure CH3CH(NH2)CH2CH3, where the nitrogen bears two alkyl groups (methyl and ethyl via the chiral center). As a simple aliphatic amine with two carbon substituents on nitrogen it fits best as a dialkylamine.",high,2-Aminobutane (aka sec-butylamine),318,0,16760,163
Organic compounds,Organic oxygen compounds,Carbonyl compounds,Aldehydes,Short-chain aldehydes,"Propionaldehyde (propanal) is a 3-carbon aliphatic aldehyde, making it an organic oxygen compound with a carbonyl group. As a short-chain (C3) aldehyde, it best fits under 'Short-chain aldehydes' as the direct parent.",high,Propionaldehyde,310,0,16760,119
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Sugar alcohols,"D-glucitol (sorbitol) is a six-carbon sugar alcohol derived from glucose, containing six hydroxyl groups on a straight-chain aliphatic backbone. It belongs to the sugar alcohols (polyols) class within organooxygen compounds.",high,D-glucitol (sorbitol),313,0,16760,108
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Ureas,Ureas,"3-(3-acetyl-4-hydroxyphenyl)-1,1-diethylurea contains a urea functional group (-NH-C(=O)-N-) as its core structural feature, with a diethyl-substituted nitrogen and an aryl group bearing an acetyl and hydroxyl substituent. The urea moiety is the most defining functional group for classification.",high,"3-(3-acetyl-4-hydroxyphenyl)-1,1-diethylurea",327,0,16760,163
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Quaternary ammonium salts,"This substance contains a quaternary ammonium center (dimethyl, dodecyl, and aminopropyl substituents on nitrogen, with positive charge) paired with a tosylate (p-toluenesulfonate) counterion, making it a quaternary ammonium salt. The tosylate anion is the counterion and the dominant ionic feature is the quaternary ammonium.",high,N-dodecyl-[3-(4-dimethylamino)benzamido)-propyl]dimethylammonium tosylate,337,0,16760,173
Organic compounds,Organoheterocyclic compounds,Epoxides,NA,Epoxides,"This substance is a bisphenol derivative (tetramethyl biphenyl) with two glycidyl ether groups — each being an oxirane (epoxide) linked via an oxymethylene bridge to the biphenyl oxygen. The defining functional groups are the two epoxide (oxirane) rings, making 'Epoxides' the most specific applicable ChemOnt class.",high,"2,2'-((3,3', 5,5'-tetramethyl-(1,1'-biphenyl)-4,4'-diyl)-bis(oxymethylene))-bis-oxirane",351,0,16760,165
Organic compounds,Organometallic compounds,NA,NA,Tris(ketoximino)silanes,"Methyltrisbutanoximosilane is an organosilicon compound bearing a methyl group and three butanoxime (ketoxime) substituents on silicon, making it a tris(ketoximino)silane. This class captures the defining structural feature of silicon bonded to three oxime groups.",medium,methyltrisbutanoximosilane,313,0,16760,149
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Carboxylic acid salts,"This substance is a potassium salt of a Boc-protected spirocyclic amino acid (5-azaspiro[2.4]heptane-6-carboxylate), making it a carboxylic acid salt with an amino acid backbone. The potassium counterion and carboxylate anion classify it as an organic salt/carboxylic acid salt, while the overall structure is a protected amino acid derivative.",medium,potassium (6S)-5-(tert-butoxycarbonyl)-5-azaspiro[2.4]heptane-6-carboxylate,343,0,16760,190
Organic compounds,Organometallic compounds,Miscellaneous mixed metal/non-metals,Organosilicon compounds,Trialkoxysilanes,"Tris(2-methoxyethoxy)vinylsilane is an organosilicon compound containing a vinyl group and three 2-methoxyethoxy groups attached to silicon, making it a trialkoxysilane (vinyltrialkoxysilane). It fits within the organometallic/organosilicon framework as a trialkoxy-substituted silane.",medium,Tris(2-methoxyethoxy)vinylsilane,320,0,16760,178
Organic compounds,Organoheterocyclic compounds,Diazinanes,Barbituric acid derivatives,Barbituric acid derivatives,"Barbital (5,5-diethylbarbituric acid) is a classic barbiturate drug containing the barbituric acid core, which is a pyrimidine-2,4,6(1H,3H,5H)-trione (a diazinane/barbituric acid derivative). It is classified under organoheterocyclic compounds as a barbituric acid derivative.",high,Barbital,307,0,16760,160
Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols,Xylenols,"3,4-Xylenol is a dimethylphenol (specifically 3,4-dimethylphenol), which is a benzene ring bearing both a hydroxyl group and two methyl substituents, classifying it as a xylenol within the phenol subclass of benzenoids.",high,"3,4-xylenol",312,0,16760,123
Inorganic compounds,Inorganic salts,Alkali metal salts,Alkali metal oxoanionic compounds,Alkali metal oxoanionic compounds,Sodium carbonate (Na2CO3) is an inorganic salt composed of sodium (an alkali metal) and the carbonate oxoanion. It fits squarely within alkali metal oxoanionic compounds as the carbonate ion is an oxoanion of a non-metal.,high,Sodium carbonate,308,0,16760,129
Organic compounds,Hydrocarbon derivatives,Organic hydroperoxides,NA,Organic hydroperoxides,"The substance is 1-hydroperoxycyclohexyl 1-hydroxycyclohexyl peroxide, which contains a hydroperoxide (-OOH) group and a peroxide linkage (-O-O-), classifying it as an organic hydroperoxide/peroxide compound. It is an organic molecule based on cyclohexane rings with peroxide functionality.",medium,1-hydroperoxycyclohexyl 1-hydroxycyclohexyl peroxide; [≤ 91 % solution],336,0,16760,161
Organic compounds,Organohalogen compounds,Alkyl halides,Organochlorides,Alkyl chlorides,"3-chloropentane is an organic compound containing a chlorine atom attached to a secondary carbon of a pentane chain, making it an alkyl chloride (organochloride). It fits squarely within the alkyl halides class of organohalogen compounds.",high,3-chloropentane,310,0,16760,125
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Alpha amino acid esters,"Methyl 2-methoxy-2-[1-oxo-2-(propenyl)amino]acetate is an ester of an alpha-amino acid derivative, featuring a methyl ester at the alpha-carbon with a methoxy substituent and an amide linkage (N-acyl group with an allylamino portion), best classified as an alpha amino acid ester. The compound contains a carboxylic acid ester at the alpha position relative to a nitrogen-bearing carbon.",medium,Methyl 2-methoxy-2-[1-oxo-2-(propenyl)amino]acetate,331,0,16760,197
Organic compounds,Organosulfur compounds,Dithiocarbamic acids and derivatives,Dithiocarbamic acid esters,Ethylene bisdithiocarbamates,"Propineb is a polymeric zinc ethylene bisdithiocarbamate fungicide, where the dithiocarbamate groups are linked via propylene (1,2-propylenediamine) units coordinated with zinc, belonging to the EBDC (ethylene bisdithiocarbamate) class. It contains the characteristic -NH-CS-S- dithiocarbamate moieties bridged by an alkylene chain.",high,Propineb,308,0,16760,198
Organic compounds,Hydrocarbons,Saturated hydrocarbons,NA,Branched alkanes,"3-Ethyl-2-methylpentane is a branched-chain saturated hydrocarbon (alkane) with no functional groups, consisting entirely of carbon and hydrogen with single bonds only. It falls under branched alkanes within saturated hydrocarbons.",high,3-ethyl-2-methylpentane,315,0,16760,110
Organic compounds,Organoheterocyclic compounds,Diazines,Quinazolines,Quinazolines,2-(chloromethyl)-4-methylquinazoline is a quinazoline (a bicyclic diazine with a benzene ring fused to a pyrimidine ring) bearing a chloromethyl substituent at position 2 and a methyl group at position 4. The core heterocyclic scaffold places it in the quinazoline class under diazines.,high,2-(chloromethyl)-4-methylquinazoline,318,0,16760,141
